mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M356URE.Mdmx,M358URE,M372URE,M373URE,M381URE.Mdmx,M384URE.Mdmx,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Fkbp9,ENSMUSG00000029781.7,ENSMUSG00000029781,603.2699492,0.316092672,0.502599321,0.628915837,0.529404157,0.817091187,6,1,56832059,56879358,protein_coding,732.7651338,288.7373813,593.4159755,749.1977527,837.802658,417.9511272,0.0877294736988501,6,TRUE,3 - unspecific,Peptidyl-prolyl cis-trans isomerase FKBP9,no
Fkrp,ENSMUSG00000048920.8,ENSMUSG00000048920,903.5191267,-1.000970222,0.321515213,-3.113290389,0.001850139,0.041271652,7,-1,16809246,16816732,protein_coding,592.7043898,1046.033749,1152.269595,1466.187005,746.1287575,450.7666423,1.38434814706334,6,TRUE,1 - high confidence,Fukutin-related protein,no
Flt1,ENSMUSG00000029648.13,ENSMUSG00000029648,723.6865971,-0.97647486,0.839557468,-1.163082812,0.244795905,0.592192646,5,-1,147561604,147726011,protein_coding,1046.273005,858.1609597,958.882424,1097.445844,346.5518969,58.59733024,0.227536990093377,6,TRUE,1 - high confidence,Vascular endothelial growth factor receptor 1,no
Flt4,ENSMUSG00000020357.3,ENSMUSG00000020357,69.35619792,1.103685468,1.717805114,0.642497487,0.520550221,0.812703437,11,1,49609263,49652739,protein_coding,183.5956721,0,80.80957715,51.74484745,89.91372466,8.115168515,0.090067903570686,5,TRUE,1 - high confidence,Vascular endothelial growth factor receptor 3,no
Fn1,ENSMUSG00000026193.15,ENSMUSG00000026193,100.8240504,0.577241363,0.606508555,0.951744799,0.341226424,0.684908419,1,-1,71585520,71653200,protein_coding,137.3047543,77.92014183,107.8394994,62.44829314,145.526648,80.74988709,0.164367495342488,6,TRUE,1 - high confidence,Fibronectin,no
Fstl1,ENSMUSG00000022816.11,ENSMUSG00000022816,805.735716,1.064999318,0.418319282,2.545900615,0.010899622,0.112539613,16,1,37776873,37836514,protein_coding,1263.141794,292.40535,565.2675196,467.8244484,720.5720291,742.3770989,0.94869458262661,6,TRUE,1 - high confidence,Follistatin-related protein 1,no
Fut10,ENSMUSG00000046152.16,ENSMUSG00000046152,753.9639051,0.74921918,0.601159787,1.246289583,0.212658101,0.5571715,8,1,31187331,31261738,protein_coding,961.4275905,540.8253832,979.831354,210.6965022,1235.598237,671.894587,0.254011106370989,6,TRUE,3 - unspecific,"Alpha-(1,3)-fucosyltransferase 10",no
Fzd5,ENSMUSG00000045005.9,ENSMUSG00000045005,53.58059034,0.221460051,1.822573822,0.121509509,0.903287483,0.975547651,1,-1,64730558,64737751,protein_coding,123.1255207,15.11581745,13.36067468,138.9355592,0,67.16595695,0.0107515124704555,5,TRUE,1 - high confidence,Frizzled-5,no
Gaa,ENSMUSG00000025579.14,ENSMUSG00000025579,1608.784788,-0.744590199,0.327353324,-2.27457656,0.022931344,0.17291337,11,1,119267887,119285454,protein_coding,1282.954433,1429.913411,2438.363408,2205.388327,908.6661823,1366.10332,0.762171424928902,6,TRUE,2 - putative,Lysosomal alpha-glucosidase,no
Gabbr1,ENSMUSG00000024462.17,ENSMUSG00000024462,268.4357239,0.919365855,1.383407613,0.664566138,0.506328033,0.80457914,17,1,37045966,37075067,protein_coding,632.7950278,258.0391717,146.1457725,156.923293,0.67856949,405.0879318,0.0944312313972842,6,TRUE,1 - high confidence,Gamma-aminobutyric acid type B receptor subunit 1,no
Gal3st3,ENSMUSG00000047658.6,ENSMUSG00000047658,12.76114273,-0.286161874,1.857301463,-0.154074005,0.877551385,0.967421979,19,1,5298331,5308738,protein_coding,4.061024256,38.30107741,3.628469532,1.036965097,4.773784058,25.36327729,0.0143840500362696,6,TRUE,3 - unspecific,Galactose-3-O-sulfotransferase 3,no
Galnt1,ENSMUSG00000000420.15,ENSMUSG00000000420,4636.161498,0.250601952,0.234358931,1.069308305,0.284930769,0.634629332,18,1,24205344,24286818,protein_coding,4609.974779,4680.733184,4377.558076,3908.822111,6254.587043,4227.03503,0.197479859069278,6,TRUE,1 - high confidence,Polypeptide N-acetylgalactosaminyltransferase 1,no
Gapdh,ENSMUSG00000057666.18,ENSMUSG00000057666,13619.31475,-0.092867645,0.160921933,-0.577097497,0.563873595,0.83623465,6,-1,125161715,125166467,protein_coding,11689.38429,13696.48804,12409.018,13793.81563,13747.23402,11140.42531,0.0776718411003316,6,TRUE,3 - unspecific,Glyceraldehyde-3-phosphate dehydrogenase,no
Gapdhs,ENSMUSG00000061099.12,ENSMUSG00000061099,62.658502,0.784571146,0.750568922,1.045301934,0.295883444,0.64515492,7,-1,30729775,30743681,protein_coding,93.36168879,43.1125914,24.48092399,72.807887,66.43928737,75.51579517,0.190335986415177,6,TRUE,3 - unspecific,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",no
Gart,ENSMUSG00000022962.15,ENSMUSG00000022962,7574.271262,-0.158086552,0.277793844,-0.569078671,0.569302752,0.839418904,16,-1,91621186,91646952,protein_coding,5967.872438,10032.93396,8205.162459,6474.007132,9164.771754,6526.79156,0.0760212545545499,6,TRUE,3 - unspecific,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase,no
Gba,ENSMUSG00000028048.11,ENSMUSG00000028048,4314.816947,-0.720648102,0.23449862,-3.073144318,0.00211816,0.043970965,3,1,89202928,89208966,protein_coding,3537.170678,5886.679417,4020.12634,6121.211535,2896.945737,3060.230133,1.35683400311861,6,TRUE,3 - unspecific,Glucosylceramidase,no
Gdf3,ENSMUSG00000030117.5,ENSMUSG00000030117,62.53057644,-4.228848956,1.054029624,-4.012077896,6.02e-05,0.00490895,6,-1,122605403,122610087,protein_coding,3.041826677,236.1049294,87.83684191,37.29244354,7.623026785,8.104218754,2.3090113913743,6,TRUE,1 - high confidence,Growth/differentiation factor 3,no
Gfap,ENSMUSG00000020932.14,ENSMUSG00000020932,13.69174761,0.10859533,2.886066113,0.037627458,0.969984715,0.994818285,11,-1,102887336,102900912,protein_coding,0.50555261,44.49789043,35.76028762,0,82.75781302,0,0.00225624089142437,4,TRUE,3 - unspecific,Glial fibrillary acidic protein,no
Gfra1,ENSMUSG00000025089.15,ENSMUSG00000025089,93.77995838,1.678710226,2.114944404,0.793737283,0.42734839,0.752353946,19,-1,58235604,58455909,protein_coding,57.67765166,137.2537286,0,0,165.0890567,201.3657009,0.123577796867299,4,TRUE,1 - high confidence,GDNF family receptor alpha-1,no
Ggh,ENSMUSG00000073987.4,ENSMUSG00000073987,869.4389662,0.387878927,0.321929346,1.204857312,0.22825839,0.574665888,4,1,20042052,20066750,protein_coding,1009.590782,854.161435,896.8365254,533.466071,1041.852251,879.6911823,0.240584581695352,6,TRUE,1 - high confidence,Gamma-glutamyl hydrolase,no
Ggt5,ENSMUSG00000006344.17,ENSMUSG00000006344,788.0919297,0.330901772,0.657901025,0.502965886,0.614988257,0.862937298,10,1,75589340,75617200,protein_coding,1508.953035,300.7184033,820.9374984,1054.697316,357.945553,821.0473032,0.0640207594666013,6,TRUE,3 - unspecific,Gamma-glutamyltransferase 5,no
Ggt7,ENSMUSG00000027603.15,ENSMUSG00000027603,50.89743004,-0.917677553,1.879029247,-0.488378536,0.625281742,0.867507409,2,-1,155490379,155518237,protein_coding,1.550810055,25.37304161,53.20784944,65.92506119,0,73.0326941,0.0617268074027072,5,TRUE,3 - unspecific,Gamma-glutamyltransferase 7,no
Glce,ENSMUSG00000032252.14,ENSMUSG00000032252,849.5731071,0.024846621,0.510547544,0.048666616,0.961184981,0.992432493,9,-1,62057248,62122655,protein_coding,981.993304,1260.333459,351.0475649,1084.775158,722.3382581,961.7864274,0.0032990250330542,6,TRUE,3 - unspecific,D-glucuronyl C5-epimerase,no
Glg1,ENSMUSG00000003316.14,ENSMUSG00000003316,3213.034669,-0.791574087,0.365776262,-2.164093655,0.030457162,0.202128804,8,-1,111154421,111259216,protein_coding,2459.982686,3004.442818,6222.736334,3039.512612,2448.348081,2065.631455,0.694371793724189,6,TRUE,1 - high confidence,Golgi apparatus protein 1,no
Glt8d1,ENSMUSG00000021916.16,ENSMUSG00000021916,1113.14105,0.361294695,0.454063089,0.795692721,0.426210659,0.751610011,14,1,31001400,31011991,protein_coding,750.1636116,910.981707,1268.575865,744.80283,1019.213993,1920.24127,0.124007443987819,6,TRUE,3 - unspecific,Glycosyltransferase 8 domain-containing protein 1,no
Gnptab,ENSMUSG00000035311.16,ENSMUSG00000035311,2012.288312,-0.074648866,0.320896295,-0.232626137,0.81605173,0.948249462,10,1,88379132,88447329,protein_coding,2064.743104,3051.670161,1526.009416,2137.313107,2353.320539,1797.730581,0.023077395026962,6,TRUE,2 - putative,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,no
Gns,ENSMUSG00000034707.7,ENSMUSG00000034707,1301.741738,-0.063261188,0.467780396,-0.135236938,0.892424543,0.971366204,10,1,121365090,121397249,protein_coding,1005.273496,671.9285136,1973.223845,1288.545426,1620.038257,1077.258848,0.012617010675251,6,TRUE,3 - unspecific,N-acetylglucosamine-6-sulfatase,no
Golm1,ENSMUSG00000021556.12,ENSMUSG00000021556,2120.155743,-0.240284486,0.351888181,-0.6828433,0.494705865,0.797173913,13,-1,59634626,59675811,protein_coding,1314.757315,1598.439162,2720.619768,2604.024022,2214.545736,2214.23872,0.098446921744658,6,TRUE,3 - unspecific,Golgi membrane protein 1,no
Gp5,ENSMUSG00000047953.7,ENSMUSG00000047953,379.4688367,-0.180281553,0.514132325,-0.350652049,0.725849403,0.914042406,16,-1,30307685,30310779,protein_coding,461.0106611,476.1713954,384.5615517,365.1500173,432.3713385,164.3615579,0.0390336551801929,6,TRUE,1 - high confidence,Platelet glycoprotein V,CD42d
Gp9,ENSMUSG00000030054.4,ENSMUSG00000030054,143.1996513,0.00829333,0.74248452,0.011169701,0.991088053,0.997677565,6,1,87778072,87779768,protein_coding,196.6753154,126.6244874,229.7012519,75.2433786,165.0756016,66.00680788,0.00100979374965769,6,TRUE,1 - high confidence,Platelet glycoprotein IX,CD42a
Gpc1,ENSMUSG00000034220.7,ENSMUSG00000034220,73.97986473,0.147203464,1.288933846,0.114205601,0.909074812,0.976880053,1,1,92831645,92860779,protein_coding,98.40924202,7.65117218,68.07267908,137.7121319,122.3565805,10.14348515,0.0101587582036308,6,TRUE,1 - high confidence,Glypican-1 [Cleaved into: Secreted glypican-1],no
Gpc3,ENSMUSG00000055653.13,ENSMUSG00000055653,42.51626465,-1.774866171,1.787612013,-0.992869905,0.320773357,0.666798365,X,-1,52272426,52613950,protein_coding,36.4145885,101.4074726,0,100.7124642,5.70489578,15.16002313,0.176005473739576,5,TRUE,1 - high confidence,Glypican-3 [Cleaved into: Secreted glypican-3],no
Gpm6b,ENSMUSG00000031342.17,ENSMUSG00000031342,77.30828089,-1.269390782,0.956883967,-1.326587993,0.18464501,0.521208284,X,1,166238911,166388988,protein_coding,16.04427983,75.39397596,179.9712911,59.11242056,81.66110398,30.42571704,0.282988690298483,6,TRUE,1 - high confidence,Neuronal membrane glycoprotein M6-b,no
Gria2,ENSMUSG00000033981.14,ENSMUSG00000033981,859.6436417,-0.137453998,0.627162372,-0.21916812,0.826519088,0.950503847,3,-1,80681450,80802835,protein_coding,817.7779516,657.417127,356.6049885,1764.54961,521.6233161,1116.149534,0.0220461210631452,6,TRUE,1 - high confidence,Glutamate receptor 2,no
Gria3,ENSMUSG00000001986.16,ENSMUSG00000001986,250.8623739,-0.773804668,0.940855593,-0.822447858,0.410822051,0.739458233,X,1,41400854,41678601,protein_coding,365.5287535,88.19991291,390.9976485,508.7865881,164.2702659,40.94347023,0.131086351335643,6,TRUE,1 - high confidence,Glutamate receptor 3,no
Grn,ENSMUSG00000034708.11,ENSMUSG00000034708,8539.194497,-0.880060349,0.327453022,-2.687592692,0.007196912,0.088482131,11,1,102430315,102437048,protein_coding,7610.695815,13116.98857,7099.017019,12878.73297,5402.385632,4520.821386,1.053144426383,6,TRUE,1 - high confidence,Granulins,no
Gusb,ENSMUSG00000025534.17,ENSMUSG00000025534,7729.370997,-0.172245513,0.218531471,-0.788195457,0.430582386,0.753860994,5,-1,129989011,130003049,protein_coding,8365.347177,8172.604211,9300.994709,7294.225186,7172.352936,6006.667265,0.122708727212775,6,TRUE,3 - unspecific,Beta-glucuronidase,no
Gxylt1,ENSMUSG00000036197.16,ENSMUSG00000036197,957.8141753,0.620876233,0.444812319,1.395816184,0.162769856,0.488806033,15,-1,93239742,93275179,protein_coding,1021.948151,808.4180134,770.1868852,805.5396867,657.7968428,1910.960548,0.310863442531377,6,TRUE,3 - unspecific,Glucoside xylosyltransferase 1,no
H2-Aa,ENSMUSG00000036594.15,ENSMUSG00000036594,785.414146,0.53665486,0.450180803,1.192087393,0.23322698,0.579139018,17,-1,34282744,34287823,protein_coding,953.3138073,394.2862987,511.6126306,1052.707156,797.6425977,1023.235055,0.237217174608572,6,TRUE,1 - high confidence,"H-2 class II histocompatibility antigen, A-K alpha chain",no
H2-Aa,ENSMUSG00000036594.15,ENSMUSG00000036594,785.414146,0.53665486,0.450180803,1.192087393,0.23322698,0.579139018,17,-1,34282744,34287823,protein_coding,953.3138073,394.2862987,511.6126306,1052.707156,797.6425977,1023.235055,0.237217174608572,6,TRUE,2 - putative,"H-2 class II histocompatibility antigen, A-Q alpha chain",no
H2-D1,ENSMUSG00000073411.11,ENSMUSG00000073411,106294.0912,-0.683974027,0.269650327,-2.536522149,0.011195966,0.114825294,17,1,35262730,35267499,protein_coding,92540.34343,133800.8196,90118.18711,165774.1164,69297.8955,74814.93867,0.939962433936042,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, D-B alpha chain",no
H2-D1,ENSMUSG00000073411.11,ENSMUSG00000073411,106294.0912,-0.683974027,0.269650327,-2.536522149,0.011195966,0.114825294,17,1,35262730,35267499,protein_coding,92540.34343,133800.8196,90118.18711,165774.1164,69297.8955,74814.93867,0.939962433936042,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, D-K alpha chain",no
H2-D1,ENSMUSG00000073411.11,ENSMUSG00000073411,106294.0912,-0.683974027,0.269650327,-2.536522149,0.011195966,0.114825294,17,1,35262730,35267499,protein_coding,92540.34343,133800.8196,90118.18711,165774.1164,69297.8955,74814.93867,0.939962433936042,6,TRUE,2 - putative,"H-2 class I histocompatibility antigen, alpha chain",no
H2-DMa,ENSMUSG00000037649.10,ENSMUSG00000037649,5690.782596,0.638646453,0.314562319,2.030270043,0.042329098,0.241800365,17,1,34119541,34139101,protein_coding,8102.27709,3266.565692,6227.571428,4012.010813,6445.562908,6123.785503,0.616543047903013,6,TRUE,1 - high confidence,"Class II histocompatibility antigen, M alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,38181.5521,-0.235964237,0.191614783,-1.231451107,0.218154192,0.561853025,17,-1,33996017,34000347,protein_coding,38453.29923,39784.94254,36010.22115,50386.0806,32956.44824,33287.87902,0.25037727656518,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-D alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,38181.5521,-0.235964237,0.191614783,-1.231451107,0.218154192,0.561853025,17,-1,33996017,34000347,protein_coding,38453.29923,39784.94254,36010.22115,50386.0806,32956.44824,33287.87902,0.25037727656518,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-W28 alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,38181.5521,-0.235964237,0.191614783,-1.231451107,0.218154192,0.561853025,17,-1,33996017,34000347,protein_coding,38453.29923,39784.94254,36010.22115,50386.0806,32956.44824,33287.87902,0.25037727656518,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-K alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,38181.5521,-0.235964237,0.191614783,-1.231451107,0.218154192,0.561853025,17,-1,33996017,34000347,protein_coding,38453.29923,39784.94254,36010.22115,50386.0806,32956.44824,33287.87902,0.25037727656518,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-B alpha chain",no
H2-Q10,ENSMUSG00000067235.14,ENSMUSG00000067235,805.603941,-0.392399383,0.370452272,-1.0592441,0.289488626,0.638992362,17,1,35470089,35474563,protein_coding,1056.437611,1415.0989,871.4388783,952.5227442,760.4264199,592.9579513,0.194504333016996,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, Q10 alpha chain",no
H2-Q7,ENSMUSG00000060550.16,ENSMUSG00000060550,8141.475662,-0.319746753,0.320430434,-0.997866367,0.318344163,0.66490322,17,1,35439155,35443773,protein_coding,8800.788257,8825.105354,11657.66007,7053.671592,4932.117899,7941.431004,0.177241563837832,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, Q7 alpha chain",no
H2-T23,ENSMUSG00000067212.8,ENSMUSG00000067212,10153.07352,0.208025106,0.186244557,1.116945961,0.264017431,0.61176933,17,-1,36029773,36032855,protein_coding,11760.75856,11059.43075,8786.202011,8825.449719,9516.570069,11115.20332,0.213412299410244,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, D-37 alpha chain",no
Havcr2,ENSMUSG00000020399.14,ENSMUSG00000020399,256.1845375,-0.739246883,0.921146328,-0.802529262,0.422246868,0.747998622,11,1,46454935,46481255,protein_coding,391.5110556,76.32967324,430.9892834,457.7722342,68.12060686,109.427882,0.126099202213543,6,TRUE,1 - high confidence,Hepatitis A virus cellular receptor 2 homolog,no
Hepacam2,ENSMUSG00000044156.14,ENSMUSG00000044156,64.02952531,-0.368357615,1.935423578,-0.19032403,0.849055225,0.95908629,6,-1,3457096,3498298,protein_coding,0,89.67579551,2.617139198,156.0854096,22.59760291,164.1071552,0.0181423171411736,5,TRUE,1 - high confidence,HEPACAM family member 2,no
Hexa,ENSMUSG00000025232.8,ENSMUSG00000025232,4093.847189,-0.315585893,0.361230724,-0.873640785,0.382313908,0.720164136,9,1,59539540,59565109,protein_coding,4084.939306,5768.536411,3030.650069,5049.911868,2312.821816,4460.309296,0.142568510186507,6,TRUE,3 - unspecific,Beta-hexosaminidase subunit alpha,no
Hexb,ENSMUSG00000021665.9,ENSMUSG00000021665,12396.86102,-0.30145123,0.374054364,-0.805902188,0.420299249,0.746816143,13,-1,97176331,97198357,protein_coding,13848.01474,15718.74445,7490.700533,18678.68725,8386.240813,10878.96929,0.126786303015342,6,TRUE,3 - unspecific,Beta-hexosaminidase subunit beta,no
Hfe,ENSMUSG00000006611.15,ENSMUSG00000006611,243.8544553,0.722724742,0.948951379,0.761603553,0.446296654,0.763684314,13,-1,23702034,23710854,protein_coding,320.3487944,338.3125814,29.40115394,169.1761066,92.23642334,447.1150472,0.117086129671338,6,TRUE,1 - high confidence,Hereditary hemochromatosis protein homolog,no
Hgsnat,ENSMUSG00000037260.8,ENSMUSG00000037260,675.120072,0.18285713,0.551709865,0.331437122,0.740314329,0.921066225,8,-1,25944453,25976753,protein_coding,380.7019036,532.8936133,723.4122778,773.3129607,1340.943891,528.9685901,0.0357091427476999,6,TRUE,2 - putative,Heparan-alpha-glucosaminide N-acetyltransferase,no
Hist1h1c,ENSMUSG00000036181.2,ENSMUSG00000036181,1363.15364,-0.568495242,0.505004383,-1.125723382,0.260282623,0.607999464,13,1,23738808,23740367,protein_coding,1924.892352,1384.49111,1680.399487,1884.064561,528.9625942,817.9233761,0.216096803592306,6,TRUE,3 - unspecific,Histone H1.2,no
Hist1h1d,ENSMUSG00000052565.7,ENSMUSG00000052565,349.6479479,-1.002470283,0.686286801,-1.46071625,0.144093328,0.460275791,13,1,23553262,23560686,protein_coding,314.3762053,636.808095,134.3733862,656.9476198,152.0935927,226.1765682,0.336981866973513,6,TRUE,3 - unspecific,Histone H1.3,no
Hist1h1e,ENSMUSG00000051627.3,ENSMUSG00000051627,304.4345268,-1.307760655,0.729638777,-1.792339848,0.073078544,0.324777984,13,-1,23620629,23622558,protein_coding,298.6238147,480.7726591,168.6613037,677.7887873,79.18283089,144.0800989,0.488413418320581,6,TRUE,3 - unspecific,Histone H1.4,no
Hmgcr,ENSMUSG00000021670.14,ENSMUSG00000021670,5874.579397,-0.051938494,0.280756698,-0.184994673,0.853233213,0.960278495,13,-1,96648967,96670936,protein_coding,5250.568689,6054.046566,7764.833821,4372.667668,5505.775636,6472.189402,0.0176027968546365,6,TRUE,2 - putative,3-hydroxy-3-methylglutaryl-coenzyme A reductase,no
Hnrnpk,ENSMUSG00000021546.18,ENSMUSG00000021546,84075.89583,0.019314463,0.127682275,0.151269731,0.879762945,0.967963956,13,-1,58391142,58403343,protein_coding,78502.44085,88051.29157,83309.51389,83156.27839,88204.43984,85645.98866,0.0141408141810176,6,TRUE,1 - high confidence,Heterogeneous nuclear ribonucleoprotein K,no
