mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M351WT,M352Mdmx,M371Mdmx,M380Mdmx,M383WT,M396WT,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Calu,ENSMUSG00000029767.16,ENSMUSG00000029767,7670.239976,0.157085528,0.321740093,0.488237343,0.625381737,0.923030827,6,1,29348069,29377110,protein_coding,7009.830659,10609.806,4907.067667,8746.26308,7467.762277,7144.800916,0.0347837943452388,6,TRUE,1 - high confidence,Calumenin,no
Cant1,ENSMUSG00000025575.14,ENSMUSG00000025575,931.2260609,-0.573514246,0.294230878,-1.949198023,0.051271781,0.398684206,11,-1,118406289,118419086,protein_coding,1041.334112,678.3549455,890.0106962,628.9384746,948.5573982,1261.748072,0.39937096870909,6,TRUE,2 - putative,Soluble calcium-activated nucleotidase 1,no
Casc4,ENSMUSG00000060227.15,ENSMUSG00000060227,1680.591895,0.403506033,0.317240061,1.271926478,0.203399243,0.665374841,2,1,121866970,121936220,protein_coding,1201.617743,1680.356923,2488.442611,1621.799307,1350.990683,1802.290892,0.176933624599509,6,TRUE,2 - putative,Protein CASC4,no
Casd1,ENSMUSG00000015189.12,ENSMUSG00000015189,2123.363801,0.26047546,0.375968223,0.692812435,0.488427268,0.87475812,6,1,4600839,4643355,protein_coding,2236.995919,1561.801386,2632.514581,2838.600841,2270.257123,1325.651311,0.0581120174591449,6,TRUE,1 - high confidence,CAS1 domain-containing protein 1,no
Ccr7,ENSMUSG00000037944.8,ENSMUSG00000037944,43.01351354,4.683992723,2.952679199,1.586353412,0.112659162,0.528282898,11,-1,99144196,99155077,protein_coding,9.668775851,0,217.1759155,30.78764696,0,0,0.277133448416694,3,TRUE,1 - high confidence,C-C chemokine receptor type 7,CD197
Cd14,ENSMUSG00000051439.7,ENSMUSG00000051439,162.1289461,0.554672094,0.875287493,0.633702753,0.526274828,0.889620564,18,-1,36725067,36726798,protein_coding,47.43634304,321.8704997,187.7597916,77.32625368,212.5829786,137.0232245,0.0507951867236805,6,TRUE,1 - high confidence,Monocyte differentiation antigen CD14,CD14
Cd151,ENSMUSG00000025510.14,ENSMUSG00000025510,134.976815,0.695522092,1.332582204,0.521935599,0.601715171,0.91640208,7,1,141467392,141471473,protein_coding,129.5524982,409.7193377,2.662127465,155.1820486,99.11666946,119.8894692,0.0379139337433372,6,TRUE,2 - putative,CD151 antigen,CD151
Cd163,ENSMUSG00000008845.9,ENSMUSG00000008845,224.7016304,-0.082376566,1.579824141,-0.052142871,0.958414853,0.992965215,6,1,124304656,124330527,protein_coding,174.3818909,0,453.9379601,231.5060911,179.8723196,368.7596082,0.00306596519863566,5,TRUE,1 - high confidence,Scavenger receptor cysteine-rich type 1 protein M130,CD163
Cd164,ENSMUSG00000019818.15,ENSMUSG00000019818,7235.738742,-0.233792398,0.212454355,-1.100435894,0.271142246,0.733406043,10,1,41519414,41531048,protein_coding,8480.846502,6283.298385,6133.417419,7666.687529,8473.67199,6511.563596,0.134655515931536,6,TRUE,1 - high confidence,Sialomucin core protein 24,CD164
Cd180,ENSMUSG00000021624.9,ENSMUSG00000021624,87.84487424,0.675983685,1.00746968,0.670971741,0.502238532,0.880459048,13,1,102693558,102739629,protein_coding,69.59081457,18.59693995,137.6303089,169.1147828,50.45203051,81.29592851,0.0552908391756715,6,TRUE,1 - high confidence,CD180 antigen,CD180
Cd19,ENSMUSG00000030724.7,ENSMUSG00000030724,31.406446,-6.58303883,2.849143359,-2.310532676,0.020858682,0.27296069,7,-1,126408450,126414889,protein_coding,90.72414194,0,0,1.925829983,94.47811786,0,0.563899892685733,3,TRUE,1 - high confidence,B-lymphocyte antigen CD19,CD19
Cd200,ENSMUSG00000022661.14,ENSMUSG00000022661,606.125504,-0.114428042,0.54135351,-0.211373973,0.832595465,0.972419636,16,-1,45382135,45409053,protein_coding,956.4925655,691.8833125,676.57508,338.3968371,484.9868014,392.9257655,0.0121462800628181,6,TRUE,1 - high confidence,OX-2 membrane glycoprotein,CD200
Cd200r1,ENSMUSG00000022667.18,ENSMUSG00000022667,1405.712168,0.942684918,0.478886564,1.968493145,0.049011324,0.394774612,16,1,44765736,44794978,protein_coding,1006.139727,2181.946146,2407.064637,984.5171021,1265.252612,609.4848604,0.403650784631672,6,TRUE,1 - high confidence,Cell surface glycoprotein CD200 receptor 1,no
Cd200r4,ENSMUSG00000062082.16,ENSMUSG00000062082,98.3069293,0.02817572,1.755128615,0.016053365,0.987191818,0.997526181,16,1,44811733,44839150,protein_coding,186.5164252,61.27412168,1.061153527,240.0341548,104.8690779,2.492530517,0.00107569703006845,6,TRUE,1 - high confidence,Cell surface glycoprotein CD200 receptor 4,no
Cd27,ENSMUSG00000030336.14,ENSMUSG00000030336,4621.589884,0.978419203,0.288652077,3.389614282,0.00069991,0.044921515,6,-1,125232622,125237010,protein_coding,4030.477253,5892.700752,7468.114886,5198.761987,2484.299389,2848.388169,1.3475456053704,6,TRUE,1 - high confidence,CD27 antigen,CD27
Cd274,ENSMUSG00000016496.7,ENSMUSG00000016496,903.0267186,0.021579161,0.498276034,0.043307644,0.965456298,0.99432231,19,1,29367455,29388095,protein_coding,1452.09312,1033.695406,1046.077898,651.9597256,648.0050285,573.0079306,0.00247281604017681,6,TRUE,1 - high confidence,Programmed cell death 1 ligand 1,CD274
Cd28,ENSMUSG00000026012.2,ENSMUSG00000026012,125.9483481,1.214537675,2.388639383,0.508464226,0.611127821,0.918952503,1,1,60716800,60773359,protein_coding,113.5264106,0,497.1446472,30.76180825,112.4404872,0,0.0367069349882949,4,TRUE,1 - high confidence,T-cell-specific surface glycoprotein CD28,CD28
Cd302,ENSMUSG00000060703.12,ENSMUSG00000060703,113.8582896,-0.210886583,1.205144207,-0.174988671,0.861088535,0.978970642,2,-1,60251993,60284488,protein_coding,215.8152696,261.855786,31.66699537,23.88296144,43.33137861,105.6226244,0.00923033190327247,6,TRUE,1 - high confidence,CD302 antigen,CD302
Cd320,ENSMUSG00000002308.16,ENSMUSG00000002308,2162.592301,-0.202541252,0.653019032,-0.310161331,0.756438275,0.955308116,17,1,33843091,33849774,protein_coding,1507.971614,540.6681894,1744.65959,3695.989641,2520.065599,2819.381968,0.0198565326080165,6,TRUE,1 - high confidence,CD320 antigen,CD320
Cd34,ENSMUSG00000016494.9,ENSMUSG00000016494,11339.91043,0.682680324,0.316547607,2.156643455,0.031033456,0.321896408,1,1,194938819,194961279,protein_coding,6936.949151,16717.32728,15144.56086,10088.02681,7421.776531,11645.61081,0.492283869522783,6,TRUE,1 - high confidence,Hematopoietic progenitor cell antigen CD34,CD34
Cd36,ENSMUSG00000002944.15,ENSMUSG00000002944,303.7760999,0.3314413,0.862246616,0.384392695,0.700687414,0.944239625,5,-1,17781690,17888801,protein_coding,166.6073062,511.7689758,327.0605026,174.2469227,552.7358944,79.86644594,0.0249177783617069,6,TRUE,2 - putative,Platelet glycoprotein 4,CD36
Cd37,ENSMUSG00000030798.15,ENSMUSG00000030798,2497.040767,-0.473595896,0.308596801,-1.534675325,0.1248636,0.550616499,7,-1,45233632,45239115,protein_coding,3756.966756,2546.989307,2146.708521,1712.232885,2243.420396,2840.099765,0.259150779289762,6,TRUE,2 - putative,Leukocyte antigen CD37,CD37
Cd38,ENSMUSG00000029084.5,ENSMUSG00000029084,520.1092506,0.45884215,0.649142477,0.706843515,0.479663729,0.869717385,5,1,43868553,43912375,protein_coding,740.1505566,982.7176774,413.5432273,401.8145484,308.836373,249.7933841,0.0606218486167212,6,TRUE,2 - putative,ADP-ribosyl cyclase 1,CD38
Cd3d,ENSMUSG00000032094.8,ENSMUSG00000032094,12.0119851,5.015042463,3.490817288,1.436638486,0.150820742,0.594027581,9,1,44981786,44987339,protein_coding,0,14.17176722,47.08882661,0,0,3.77235456,0.226193390038971,3,TRUE,1 - high confidence,T-cell surface glycoprotein CD3 delta chain,CD3d
Cd4,ENSMUSG00000023274.14,ENSMUSG00000023274,10.76746606,5.908011868,3.533662815,1.671922925,0.094539522,0.48915282,6,-1,124864692,124888221,protein_coding,0,0,4.174060399,59.74723971,0,0.816439505,0.310555438393276,3,TRUE,1 - high confidence,T-cell surface glycoprotein CD4,CD4
Cd40,ENSMUSG00000017652.16,ENSMUSG00000017652,131.3120419,-1.084160552,1.725849973,-0.628189338,0.529879914,0.891445775,2,1,165055627,165072948,protein_coding,524.1326939,2.192157189,48.78555349,260.8181912,127.5041146,4.031426388,0.0499050690163962,6,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 5,CD40
Cd44,ENSMUSG00000005087.17,ENSMUSG00000005087,5939.931371,-0.152542581,0.38228338,-0.399030115,0.689871015,0.942590997,2,-1,102811141,102901665,protein_coding,6613.000859,2943.198069,7246.147945,7128.169488,6592.08467,5932.742962,0.0256767126475618,6,TRUE,1 - high confidence,CD44 antigen,CD44
Cd47,ENSMUSG00000055447.19,ENSMUSG00000055447,48234.89374,0.153261889,0.216458306,0.708043465,0.478918266,0.869584408,16,1,49800533,49915010,protein_coding,40921.79168,44692.62238,62601.27413,43621.42717,47958.87799,46067.29198,0.0606882559275916,6,TRUE,1 - high confidence,Leukocyte surface antigen CD47,CD47
Cd48,ENSMUSG00000015355.13,ENSMUSG00000015355,4425.691356,0.636986522,0.371294941,1.715580933,0.086238771,0.47598936,1,1,171682009,171705258,protein_coding,2454.146879,3823.141235,7744.085829,4582.383856,3715.342664,4164.618551,0.322402755147014,6,TRUE,1 - high confidence,CD48 antigen,CD48
Cd53,ENSMUSG00000040747.9,ENSMUSG00000040747,5772.817875,0.101000625,0.449016188,0.224937603,0.822027816,0.97116214,3,-1,106759921,106790149,protein_coding,9284.953744,4771.848657,7356.396323,5802.469305,4094.4522,3221.055675,0.012708256571101,6,TRUE,2 - putative,Leukocyte surface antigen CD53,CD53
Cd63,ENSMUSG00000025351.14,ENSMUSG00000025351,15596.90922,0.785604391,0.323351236,2.429569781,0.015116755,0.230134408,10,1,128900989,128912822,protein_coding,13088.2807,22717.04897,24565.94714,11996.09768,10057.45353,11038.97661,0.638018443967694,6,TRUE,1 - high confidence,CD63 antigen,CD63
Cd69,ENSMUSG00000030156.5,ENSMUSG00000030156,398.9532947,1.183395548,1.576673317,0.750564835,0.452914591,0.855081431,6,-1,129267325,129275436,protein_coding,318.3451114,718.5869133,903.8297038,0,221.9378365,169.5872985,0.0679925246285954,5,TRUE,2 - putative,Early activation antigen CD69,CD69
Cd72,ENSMUSG00000028459.11,ENSMUSG00000028459,1866.717543,1.198598914,0.49154856,2.43841405,0.014751866,0.228002611,4,-1,43446462,43454628,protein_coding,1187.19523,3656.03126,2657.059415,1083.947323,1210.880224,803.2644297,0.642060179594285,6,TRUE,2 - putative,B-cell differentiation antigen CD72,CD72
Cd74,ENSMUSG00000024610.15,ENSMUSG00000024610,56755.78409,-0.99958084,0.857374144,-1.165863056,0.243669818,0.70820089,18,1,60803848,60812652,protein_coding,179101.1478,20861.15402,41792.89655,50731.82072,37524.86711,8085.538256,0.149843531797272,6,TRUE,2 - putative,H-2 class II histocompatibility antigen gamma chain,CD74
Cd79a,ENSMUSG00000003379.7,ENSMUSG00000003379,1992.642953,-0.358956425,2.296239861,-0.156323575,0.875777974,0.981041775,7,1,24897381,24902197,protein_coding,5514.410127,621.3799889,1588.516286,3032.551759,1147.13803,0,0.00831249897509915,5,TRUE,1 - high confidence,B-cell antigen receptor complex-associated protein alpha chain,CD79a
Cd79b,ENSMUSG00000040592.11,ENSMUSG00000040592,3216.96414,-0.035853731,0.434796492,-0.082460949,0.934280171,0.989955952,11,-1,106311341,106314762,protein_coding,5222.756039,3955.038551,2644.116254,2988.726629,2610.059663,1924.184018,0.00438412886600766,6,TRUE,1 - high confidence,B-cell antigen receptor complex-associated protein beta chain,CD79b
Cd82,ENSMUSG00000027215.13,ENSMUSG00000027215,4525.350699,-1.235296048,0.540870031,-2.283905517,0.022377084,0.281107145,2,-1,93419111,93463140,protein_coding,7622.970298,3168.595511,877.9488139,4183.95584,5079.357329,6549.298088,0.5511281156354,6,TRUE,2 - putative,CD82 antigen,CD82
Cd84,ENSMUSG00000038147.13,ENSMUSG00000038147,3656.809941,0.428551381,0.290564286,1.474893516,0.140241174,0.576618882,1,1,171839697,171890718,protein_coding,2812.463594,5271.071838,2894.025003,3529.072406,2773.147119,3050.210925,0.239111140279165,6,TRUE,1 - high confidence,SLAM family member 5,CD84
Cd86,ENSMUSG00000022901.13,ENSMUSG00000022901,451.6714814,1.499693508,0.680360388,2.204263407,0.027505825,0.308484707,16,-1,36603869,36666081,protein_coding,210.4712152,328.0665827,1179.005165,497.0321347,132.5644119,362.4962746,0.510766361063926,6,TRUE,1 - high confidence,T-lymphocyte activation antigen CD86,CD86
Cd8a,ENSMUSG00000053977.13,ENSMUSG00000053977,36.49256606,1.349307981,1.187806135,1.135966502,0.255970584,0.718572521,6,1,71373427,71379173,protein_coding,12.08118718,18.6044574,30.19305822,108.6676207,33.00576454,16.29222624,0.143529394710342,6,TRUE,1 - high confidence,T-cell surface glycoprotein CD8 alpha chain,CD8a
Cd93,ENSMUSG00000027435.8,ENSMUSG00000027435,3871.892864,0.743650746,0.3026018,2.457522547,0.013989903,0.22071221,2,-1,148436640,148443563,protein_coding,2842.314988,4737.446018,6404.783658,3418.935478,2558.2832,3248.709751,0.656173640608416,6,TRUE,1 - high confidence,Complement component C1q receptor,CD93
Cd96,ENSMUSG00000022657.9,ENSMUSG00000022657,658.8848859,0.866082954,0.556830252,1.555380568,0.119855459,0.541208534,16,-1,46035657,46120251,protein_coding,246.4796612,1100.504937,613.3114305,842.5399399,365.555948,783.4962648,0.266635363885414,6,TRUE,1 - high confidence,T-cell surface protein tactile,CD96
Cdcp1,ENSMUSG00000035498.10,ENSMUSG00000035498,267.870748,-0.591699105,1.674821099,-0.353290931,0.723870344,0.948745084,9,-1,123170824,123216038,protein_coding,721.6268924,0,174.9006043,452.0861778,107.4973665,108.3585774,0.0228504614228973,5,TRUE,1 - high confidence,CUB domain-containing protein 1,CD318
Cdh15,ENSMUSG00000031962.6,ENSMUSG00000031962,100.5979495,1.468257189,1.570326183,0.935001406,0.349787575,0.796974087,8,1,122847966,122867397,protein_coding,103.8559835,164.2848446,146.7962114,132.6535813,55.29305838,0,0.0985557991256732,5,TRUE,1 - high confidence,Cadherin-15,no
Ceacam1,ENSMUSG00000074272.10,ENSMUSG00000074272,531.917616,0.411731313,0.87976862,0.467999544,0.639784916,0.928083247,7,-1,25461707,25477603,protein_coding,556.2505155,976.1804213,89.09980578,803.0348056,626.4709324,210.1271666,0.032413066786275,6,TRUE,1 - high confidence,Carcinoembryonic antigen-related cell adhesion molecule 1,CD66a
Celsr1,ENSMUSG00000016028.10,ENSMUSG00000016028,156.1637683,-0.164036352,1.375299085,-0.119273221,0.905058898,0.987529311,15,-1,85898929,86033777,protein_coding,233.9437048,314.0890559,1.944756548,104.1904408,160.0157413,73.00368799,0.00545000515300337,6,TRUE,1 - high confidence,Cadherin EGF LAG seven-pass G-type receptor 1,no
Chst11,ENSMUSG00000034612.7,ENSMUSG00000034612,972.2991422,-0.033411724,0.399884325,-0.083553474,0.93341146,0.989955952,10,1,82985498,83195900,protein_coding,777.93958,791.9438835,707.2113851,1388.390029,1161.852714,997.7456853,0.00438412886600766,6,TRUE,3 - unspecific,Carbohydrate sulfotransferase 11,no
Chst12,ENSMUSG00000036599.10,ENSMUSG00000036599,1537.624401,-0.846833673,0.588305208,-1.439446159,0.150024154,0.592917516,5,1,140505550,140525724,protein_coding,2073.488713,992.8269316,356.403706,1862.379618,1540.546622,2126.036052,0.227005719515419,6,TRUE,2 - putative,Carbohydrate sulfotransferase 12,no
Chst2,ENSMUSG00000033350.7,ENSMUSG00000033350,462.2159337,0.732584419,0.425383892,1.72217245,0.085038284,0.474601015,9,-1,95399292,95406722,protein_coding,394.9971516,372.2215582,713.838074,647.0500677,285.7188439,356.6584618,0.32367133731879,6,TRUE,2 - putative,Carbohydrate sulfotransferase 2,no
Chsy1,ENSMUSG00000032640.10,ENSMUSG00000032640,4780.585906,1.192130798,0.507566686,2.348717578,0.018838189,0.259002176,7,1,66109515,66173798,protein_coding,1847.080218,5078.880339,11419.16261,3465.43339,3860.201465,2985.902497,0.586696587189703,6,TRUE,3 - unspecific,Chondroitin sulfate synthase 1,no
Ckap4,ENSMUSG00000046841.5,ENSMUSG00000046841,681.3244408,-0.091308326,0.862723681,-0.105837278,0.915711459,0.988607772,10,-1,84526305,84534062,protein_coding,1511.505895,275.7819342,543.1836776,1161.162619,208.5377876,373.6942105,0.00497597962939372,6,TRUE,1 - high confidence,Cytoskeleton-associated protein 4,no
Clcn2,ENSMUSG00000022843.17,ENSMUSG00000022843,134.6160058,1.018755524,1.811497299,0.562383131,0.57385501,0.907922412,16,-1,20702964,20717746,protein_coding,233.3904075,47.2885755,469.7583544,58.17966657,48.49313555,0,0.0419512632410251,5,TRUE,2 - putative,Chloride channel protein 2,no
Clcn5,ENSMUSG00000004317.14,ENSMUSG00000004317,480.7625938,-0.100830251,1.013522364,-0.099484979,0.920753214,0.988607772,X,-1,7153810,7319358,protein_coding,769.0130817,1155.683976,169.0572742,69.70791002,439.5000458,275.1682415,0.00497597962939372,6,TRUE,1 - high confidence,H(+)/Cl(-) exchange transporter 5,no
Clcn6,ENSMUSG00000029016.13,ENSMUSG00000029016,99.33707916,-1.756180643,1.479620597,-1.186912812,0.235262013,0.699188939,4,-1,148004259,148038821,protein_coding,53.11420913,70.04909908,0.751762816,74.84983665,79.63575106,361.8778954,0.155405450753031,6,TRUE,2 - putative,Chloride transport protein 6,no
Cldnd1,ENSMUSG00000022744.12,ENSMUSG00000022744,4339.523937,-0.169753596,0.211829815,-0.801367812,0.422918744,0.835307408,16,1,58727910,58734251,protein_coding,3701.996675,4148.008894,4001.280693,4208.157641,5320.210387,4797.9567,0.078153666996805,6,TRUE,2 - putative,Claudin domain-containing protein 1,no
Clec12a,ENSMUSG00000053063.11,ENSMUSG00000053063,1085.932911,-0.449650355,0.373694339,-1.203257069,0.228876857,0.694803695,6,1,129342691,129365303,protein_coding,1380.664065,1095.491064,1075.641743,563.0360505,1077.571708,1253.110315,0.158137880619522,6,TRUE,1 - high confidence,C-type lectin domain family 12 member A,no
Clec1b,ENSMUSG00000030159.15,ENSMUSG00000030159,77.11608142,1.194823243,1.682568616,0.710118584,0.477630603,0.869584408,6,1,129397297,129409335,protein_coding,60.46893613,132.5086465,205.6389002,45.37447064,105.9169925,0,0.0606882559275916,5,TRUE,2 - putative,C-type lectin domain family 1 member B,no
Clec2d,ENSMUSG00000030157.5,ENSMUSG00000030157,173.5663557,1.450586411,0.838098749,1.730806081,0.083486357,0.472486582,6,1,129180615,129186534,protein_coding,175.2497015,143.5180215,220.2389604,398.3867243,38.11275659,64.0027709,0.325610520373982,6,TRUE,1 - high confidence,C-type lectin domain family 2 member D,no
Clic1,ENSMUSG00000007041.9,ENSMUSG00000007041,21681.82667,0.659508629,0.270422335,2.438809753,0.014735724,0.228002611,17,1,35049966,35058749,protein_coding,15179.13629,25750.95288,32544.15495,21438.16255,13760.31504,21284.43376,0.642060179594285,6,TRUE,1 - high confidence,Chloride intracellular channel protein 1,no
Cln5,ENSMUSG00000022125.7,ENSMUSG00000022125,1852.689151,0.041100794,0.332714893,0.123531574,0.901686173,0.98670224,14,1,103070216,103077628,protein_coding,1686.768127,2240.025503,2054.541175,1357.9652,1456.77339,2320.630765,0.00581388586625975,6,TRUE,3 - unspecific,Ceroid-lipofuscinosis neuronal protein 5 homolog,no
Clptm1,ENSMUSG00000002981.10,ENSMUSG00000002981,2029.788403,-1.108693361,0.700832217,-1.581966888,0.11365713,0.529824586,7,-1,19631571,19665033,protein_coding,5402.527506,1587.902649,835.124016,1062.725999,1036.417627,1015.631772,0.275867892553723,6,TRUE,2 - putative,Cleft lip and palate transmembrane protein 1 homolog,no
Clptm1l,ENSMUSG00000021610.8,ENSMUSG00000021610,3165.194214,-0.148620562,0.466843424,-0.318352052,0.750217905,0.955308116,13,1,73604006,73620605,protein_coding,5694.916247,2972.108851,2616.140804,3386.443145,2264.480522,1914.911334,0.0198565326080165,6,TRUE,2 - putative,Cleft lip and palate transmembrane protein 1-like protein,no
Cltc,ENSMUSG00000047126.17,ENSMUSG00000047126,12438.36202,0.047010967,0.153581972,0.306096907,0.759530863,0.95613298,11,-1,86694351,86757565,protein_coding,11059.69572,12216.43207,13552.89753,12844.78652,12716.07809,13388.30196,0.0194817013809304,6,TRUE,3 - unspecific,Clathrin heavy chain 1,no
Clu,ENSMUSG00000022037.15,ENSMUSG00000022037,195.5856862,-0.977582509,1.228341494,-0.795855642,0.426115946,0.837064836,14,1,65968483,65981547,protein_coding,95.44885971,264.1902087,4.377285666,140.3177291,341.8631529,365.3475633,0.0772409018317154,6,TRUE,1 - high confidence,Clusterin,no
